Date,Closed At,Duration,Symbol,Side,Status,Account,Zone Type,Zone Grade,Entry Model,Session,Mode,Entry,Stop Loss,Take Profit,Exit Price,Size (lots),Exit Type,SL Pips,R:R,AI Score,PnL ($),PnL (%),Notes
2026-03-18 16:20:00,,,GBPJPY,BUY,FILTERED,ACG-DEMO,demand,,FLIP,NY,LIVE,212.266,212.186,212.466,,,,,,80,,,Exit received from TradingView (close=212.462) but entry was filtered — PnL not recorded.
2026-03-18 11:05:01,,,NZDJPY,SELL,FILTERED,ACG-DEMO,supply,,FLIP,LDN,LIVE,93.177,93.198,93.0825,,,,,,75,,,Exit received from TradingView (close=93.187) but entry was filtered — PnL not recorded.
2026-03-18 10:35:02,2026-03-18 13:11:27,2h 36m,GBPUSD,BUY,CLOSED,ACG-DEMO,demand,,FLIP,LDN,LIVE,1.33462,1.33403,1.33639,1.33649,,,5.9,3,100,308,,Auto-Resolved via Watchdog
2026-03-18 10:05:03,,,EURUSD,BUY,STALENESS_REJECTED,ACG-DEMO,demand,,FLIP,LDN,LIVE,1.15296,1.15224,1.15476,,,,,,100,,,Exit received from TradingView (close=1.15215) but entry was staleness_rejected — PnL not recorded.
2026-03-18 09:40:02,,,GBPUSD,BUY,FILTERED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,1.33569,1.33522,1.3371,,,,,,95,,,Exit received from TradingView (close=1.335) but entry was filtered — PnL not recorded.
2026-03-18 09:40:02,2026-03-18 09:44:29,4m,GBPJPY,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,212.141,212.087,212.303,212.092,,,5.4,3,70,-542.6999999999999,,Auto-Resolved via Watchdog
2026-03-17 19:25:02,2026-03-17 23:11:56,3h 46m,GBPUSD,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,1.33503,1.33434,1.33779,1.33389,,,6.9,4,95,-478.38000000000005,,Auto-Resolved via Watchdog
2026-03-17 16:05:03,,,GBPUSD,BUY,FILTERED,ACG-DEMO,demand,,FLIP,NY,LIVE,1.3347,1.334,1.3375,,,,,,95,,,Exit received from TradingView (close=1.33449) but entry was filtered — PnL not recorded.
2026-03-17 14:05:01,,,GBPUSD,BUY,FILTERED,ACG-DEMO,demand,,FLIP,NY,LIVE,1.33191,1.33106,1.33531,,,,,,95,,,Exit received from TradingView (close=1.33511) but entry was filtered — PnL not recorded.
2026-03-17 12:25:02,,,GBPCAD,BUY,FILTERED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,1.82532,1.82495,1.82643,,,,,,90,,,Exit received from TradingView (close=1.82516) but entry was filtered — PnL not recorded.
2026-03-17 09:45:00,,,USDJPY,BUY,FILTERED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,159.23,159.161,159.437,,,,,,95,,,Exit received from TradingView (close=159.204) but entry was filtered — PnL not recorded.
2026-03-16 21:10:01,,,NAS100,BUY,EXECUTION_FAILED,,demand,,DIR_CLOSE,NY,LIVE,24774.2,24675.8,25069.3,,,,98.4,3,90,,,Exit received from TradingView (close=24665.97) but entry was execution_failed — PnL not recorded.
2026-03-16 18:30:03,,,USDJPY,SELL,FILTERED,ACG-DEMO,supply,,DIR_CLOSE,NY,LIVE,159.309,159.37,159.126,,,,,,100,,,Compressed arrival: departure_strength 32.6 < 40.0
2026-03-16 18:30:01,,,NAS100,BUY,EXECUTION_FAILED,,demand,,DIR_CLOSE,NY,LIVE,24621.3,24608.6,24659.6,,,,12.8,3,90,,,Auto-expired by watchdog: no broker fill after 60min
2026-03-16 18:05:02,,,USDJPY,SELL,FILTERED,ACG-DEMO,supply,,FLIP,NY,LIVE,159.282,159.337,159.117,,,,,,95,,,Exit received from TradingView (close=1.33712) but entry was filtered — PnL not recorded.
2026-03-16 15:50:02,,,USDJPY,BUY,FILTERED,ACG-DEMO,demand,,FLIP,NY,LIVE,159.051,159.003,159.195,,,,,,75,,,Exit received from TradingView (close=158.963) but entry was filtered — PnL not recorded.
2026-03-16 11:15:01,2026-03-16 14:31:26,3h 16m,GBPCAD,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,1.81508,1.81434,1.81804,1.81804,,,7.4,4,80,920.7199999999999,,Auto-Resolved via Watchdog
2026-03-16 10:30:01,2026-03-16 13:15:00,2h 44m,XAUUSD,SELL,UNEXECUTED,ACG-DEMO,supply,,DIR_CLOSE,LDN,LIVE,4996.9,5003.61,4970.06,5002.33,,sl_hit,,,90,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Price deviation: 330.0 pips from signal entry (signal: 4996.9, current: 4993.6). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-03-16 09:15:03,,,GBPUSD,SELL,FILTERED,ACG-DEMO,supply,,DIR_CLOSE,LDN,LIVE,1.32465,1.32558,1.32232,,,,,,100,,,Compressed arrival: departure_strength 37.51 < 40.0
2026-03-13 18:20:01,2026-03-13 18:52:19,32m,GBPJPY,SELL,CLOSED,ACG-DEMO,supply,,FLIP,NY,LIVE,211.248,211.319,211.07,,,,7.1,2.5,90,-288.84,,"Received by API, awaiting worker"
2026-03-13 16:40:00,2026-03-13 17:25:00,44m,EURUSD,SELL,CLOSED,ACG-DEMO,supply,,DIR_CLOSE,NY,LIVE,1.14735,1.1486,1.14485,1.14485,,tp_hit,12.5,2,90,486,,"Received by API, awaiting worker"
2026-03-13 15:40:04,2026-03-13 16:45:00,1h 4m,NAS100,BUY,UNEXECUTED,,demand,,DIR_CLOSE,NY,LIVE,24657.6,24593.1,24851.1,24577.07,,sl_hit,64.5,3,85,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Received by API, awaiting worker"
2026-03-13 15:30:12,2026-03-13 16:05:00,34m,GBPCAD,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,1.81778,1.81715,1.81967,1.81649,,sl_hit,6.3,3,85,-247.58999999999997,,"Received by API, awaiting worker"
2026-03-13 15:15:04,2026-04-16 09:35:00,33d,NZDJPY,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,92.884,92.814,93.094,158.926,,tp_hit,7,3,75,-256.78000000000003,,"Received by API, awaiting worker"
2026-03-13 07:35:02,2026-03-13 09:20:00,1h 44m,USDJPY,BUY,CLOSED,ACG-DEMO,demand,,FLIP,Asia,LIVE,159.358,159.308,159.508,159.518,,tp_hit,5,3,90,369.28,,"Received by API, awaiting worker"
2026-03-13 07:20:01,2026-03-13 07:30:00,9m,USDJPY,BUY,CLOSED,ACG-DEMO,demand,,FLIP,Asia,LIVE,159.38,159.347,159.479,159.343,,sl_hit,3.3,3,100,-287.84,,"Received by API, awaiting worker"
2026-03-12 14:45:02,2026-03-12 15:05:00,19m,EURUSD,BUY,UNEXECUTED,ACG-DEMO,demand,,BREAK_CANDLE,NY,LIVE,1.15357,1.15321,1.15465,1.15458,,unknown,,,70,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Price deviation: 3.6 pips from signal entry (signal: 1.15357, current: 1.153935). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-03-12 14:45:02,2026-03-12 15:55:52,1h 10m,GBPUSD,BUY,CLOSED,ACG-DEMO,demand,,BREAK_CANDLE,NY,LIVE,1.33757,1.33669,1.33977,,,,8.8,2.5,75,-272.64,,"Received by API, awaiting worker"
2026-03-12 14:30:01,2026-03-12 14:35:00,4m,GBPCAD,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,1.81924,1.81854,1.82134,1.81852,,unknown,7,3,90,-253.69,,"Received by API, awaiting worker"
2026-03-11 16:30:04,2026-03-11 16:35:00,4m,NAS100,BUY,UNEXECUTED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,25008.3,24958.4,25157.9,24949.29,,unknown,,,95,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Price deviation: 712100.0 pips from signal entry (signal: 25008.29, current: 25079.5). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-03-11 14:05:02,2026-03-11 14:15:00,9m,NZDJPY,BUY,CLOSED,ACG-DEMO,demand,,FLIP,NY,LIVE,93.904,93.852,94.06,93.888,,unknown,5.2,3,95,-2.52,,"Received by API, awaiting worker"
2026-03-11 11:20:01,2026-03-11 12:05:00,44m,GBPCAD,SELL,CLOSED,ACG-DEMO,supply,,FLIP,LDN,LIVE,1.82068,1.82176,1.81798,1.82161,,unknown,10.8,2.5,95,-231.54000000000002,,"Received by API, awaiting worker"
2026-03-11 08:35:02,2026-03-11 08:45:01,9m,NZDJPY,BUY,UNEXECUTED,,demand,,FLIP,Asia,LIVE,93.888,93.855,93.987,93.866,,unknown,3.3,3,90,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Received by API, awaiting worker"
2026-03-10 20:25:01,2026-03-10 21:40:00,1h 14m,EURUSD,BUY,UNEXECUTED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,1.16217,1.1613,1.16435,1.16145,,unknown,,,100,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Price deviation: 4.9 pips from signal entry (signal: 1.16217, current: 1.1626556). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-03-10 18:10:02,2026-03-10 21:00:00,2h 49m,GBPJPY,BUY,UNEXECUTED,,demand,,DIR_CLOSE,NY,LIVE,212.099,212.002,212.342,211.997,,unknown,,2.5,95,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Received by API, awaiting worker"
2026-03-10 16:05:01,2026-03-10 16:10:00,4m,NAS100,BUY,UNEXECUTED,ACG-DEMO,demand,,FLIP,NY,LIVE,24944.5,24898,25084,24879.7,,unknown,,,90,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Price deviation: 422600.0 pips from signal entry (signal: 24944.49, current: 24986.75). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-03-10 15:50:05,2026-03-10 17:05:00,1h 14m,NZDJPY,BUY,UNEXECUTED,,demand,,FLIP,NY,LIVE,93.702,93.612,93.927,93.997,,unknown,,2.5,100,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Received by API, awaiting worker"
2026-03-10 14:15:01,2026-03-10 14:35:00,19m,NAS100,BUY,UNEXECUTED,ACG-DEMO,demand,,DIR_CLOSE,NY,LIVE,24910.3,24878.1,25007.1,24907.1,,unknown,,,95,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Price deviation: 271600.0 pips from signal entry (signal: 24910.34, current: 24937.5). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-03-10 13:10:01,2026-03-10 14:10:00,59m,EURUSD,SELL,UNEXECUTED,ACG-DEMO,supply,,DIR_CLOSE,LDN,LIVE,1.16451,1.1654,1.16228,1.16246,,unknown,,,70,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Price deviation: 3.1 pips from signal entry (signal: 1.16451, current: 1.1648223). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-03-10 11:25:02,2026-03-10 12:15:00,49m,GBPCAD,BUY,CLOSED,ACG-DEMO,demand,,DIR_CLOSE,LDN,LIVE,1.82716,1.82655,1.82899,1.82631,,unknown,,3,100,-300.09000000000003,,"Received by API, awaiting worker"
2026-03-09 21:40:03,2026-03-09 21:45:01,4m,GBPJPY,BUY,UNEXECUTED,,demand,,DIR_CLOSE,NY,LIVE,212.056,211.947,212.329,211.974,,unknown,,2.5,95,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Received by API, awaiting worker"
2026-03-09 21:05:01,2026-03-09 21:10:00,4m,NAS100,BUY,UNEXECUTED,ACG-DEMO,demand,,FLIP,NY,LIVE,24633.4,24620.1,24673.1,24637.4,,unknown,,,85,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Price deviation: 536300.0 pips from signal entry (signal: 24633.37, current: 24687.0). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-03-09 15:50:05,2026-03-09 16:00:00,9m,XAUUSD,BUY,UNEXECUTED,ACG-DEMO,demand,,FLIP,NY,LIVE,5081.76,5068.5,5134.8,5073.81,,unknown,,,70,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Futures (Mangoe): FLIP entry requires bar_time for 15m/1H boundary check. Use Break of Candle or Directional Close, or ensure Flip occurs on 15m/1H candle open."
2026-03-09 13:40:02,2026-03-09 15:30:02,1h 49m,NZDJPY,SELL,UNEXECUTED,,supply,,DIR_CLOSE,LDN,LIVE,93.626,93.684,93.452,93.679,,unknown,,3,75,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Received by API, awaiting worker"
2026-03-09 10:45:00,2026-03-09 13:10:00,2h 24m,GBPJPY,BUY,UNEXECUTED,,demand,,BREAK_CANDLE,LDN,LIVE,211.195,211.022,211.541,211.508,,unknown,,2,95,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Received by API, awaiting worker"
2026-03-09 07:45:02,2026-03-09 07:50:00,4m,NZDJPY,BUY,UNEXECUTED,,demand,,DIR_CLOSE,Asia,LIVE,93.297,93.231,93.495,93.308,,unknown,,3,95,,,"PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Received by API, awaiting worker"
2026-03-05 17:05:04,2026-03-05 18:05:00,59m,NZDJPY,SELL,UNEXECUTED,,supply,,FLIP,NY,LIVE,93.07,93.202,92.806,92.805,,unknown,,,95,,,PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Symbol NZDJPY not in profitable whitelist (see PROFITABLE_SYMBOLS in worker.py)
2026-03-05 16:40:06,2026-03-05 16:50:00,9m,NAS100,SELL,CLOSED,Paper,supply,,DIR_CLOSE,NY,PAPER,25063.7,25098.2,24960.2,25060.3,,unknown,,3,70,-262.01,,"Received by API, awaiting worker"
2026-03-05 16:33:58,2026-03-11 12:28:10,5d,GBPCAD,SELL,CLOSED,ACG-DEMO,,,,,LIVE,1.82167,1.825,1.815,,,STALE_CLEANUP,,2.003,50,0.6599999999999999,,"Received by API, awaiting worker"
2026-03-05 16:30:41,,,GBPCAD,SELL,RECEIVED,,,,,,LIVE,1.82167,1.825,1.815,,,,,,,,,"Received by API, awaiting worker"
2026-03-05 16:23:30,2026-03-11 12:28:10,5d,GBPCAD,SELL,CLOSED,,,,,,LIVE,1.82167,1.825,1.815,,,STALE_CLEANUP,,2.003,50,,,"Received by API, awaiting worker"
2026-03-05 16:16:12,2026-03-11 12:28:11,5d,GBPCAD,SELL,CLOSED,,,,,,LIVE,1.82167,1.825,1.815,,,STALE_CLEANUP,,2.003,50,,,"Received by API, awaiting worker"
2026-03-05 16:03:18,2026-03-11 12:28:11,5d,GBPCAD,SELL,CLOSED,,,,,,LIVE,1.82167,1.825,1.815,,,STALE_CLEANUP,,2.003,50,,,"Received by API, awaiting worker"
2026-03-05 15:54:40,2026-03-11 12:28:11,5d,GBPCAD,SELL,CLOSED,,,,,,LIVE,1.82167,1.825,1.815,,,STALE_CLEANUP,,2.003,50,,,"Received by API, awaiting worker"
2026-03-05 15:47:50,2026-03-11 12:28:10,5d,GBPCAD,SELL,CLOSED,,,,,,LIVE,1.82167,1.825,1.815,,,STALE_CLEANUP,,2.003,50,,,"Received by API, awaiting worker"
2026-03-05 15:35:01,2026-03-05 15:50:00,14m,GBPUSD,BUY,CLOSED,Paper,demand,,FLIP,NY,PAPER,1.33548,1.33451,1.33791,1.33399,,unknown,,2.5,95,-304.12,,"Received by API, awaiting worker"
2026-03-05 15:30:07,2026-03-05 15:35:02,4m,NZDJPY,BUY,UNEXECUTED,,demand,,DIR_CLOSE,NY,PAPER,93.231,93.187,93.363,93.225,,unknown,,,90,,,PnL cleared by migration 044: marked CLOSED by exit webhook but no broker execution (broker_order_id is null). Symbol NZDJPY not in profitable whitelist (see PROFITABLE_SYMBOLS in worker.py)
2026-03-05 14:45:42,2026-03-05 15:20:02,34m,GBPCAD,SELL,CLOSED,Paper,supply,,DIR_CLOSE,NY,PAPER,1.82167,1.82257,1.81942,1.81926,,unknown,,2.5,100,632.48,,
2026-03-05 14:45:02,,,GBPCAD,SELL,RECEIVED,,,,,,PAPER,1.82167,1.82257,1.81942,,,,,,,,,"Received by API, awaiting worker"
2026-03-05 14:30:38,2026-04-14 23:35:00,40d,USDJPY,BUY,CLOSED,Paper,demand,,BREAK_CANDLE,NY,PAPER,157.39,157.275,157.62,158.813,,time_stop,,2,95,140.45,,
2026-03-05 14:30:02,,,USDJPY,BUY,RECEIVED,,,,,,PAPER,157.39,157.275,157.62,,,,,,,,,"Received by API, awaiting worker"
